experiment,corpus,method,eval_index,question,evaluable,hit_rank,hit_at_1,hit_at_3,hit_at_5,reciprocal_rank,latency_ms,top1_doc_id,top1_article_number,top1_source_type,top1_score,top1_text_preview
Structural + Hybrid,structural,hybrid,5,ما هي العلاقة بين المؤتمر ورؤية المملكة 2030؟,True,1.0,True,True,True,1.0,9.76,281,,faq,1.0,المصدر: HRSD FAQ التصنيف: العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما أهمية المؤتمر لسوق العمل في المملكة العربية السعودية؟ الإجابة: يسهم المؤتمر في تعزيز مكانة المملكة كمنصة عالمية للحوار حول سوق العمل، كما يتيح فرصة لتطوير سياسات التوظيف الوطنية بما يتماشى مع التحولات الاقتصادية والتكنولوجية. لتكون على إطل
Structural + Hybrid,structural,hybrid,6,أين يمكنني الاطلاع على القرارات والأنظمة الوزارة ؟,True,1.0,True,True,True,1.0,11.98,286,,faq,0.9918038965886926,"المصدر: HRSD FAQ التصنيف: العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: هل يمكنني الاطلاع على الأخبار الرسمية؟ الإجابة: لتكون على إطلاع دائم بجديد الوزارة, واخر الأحداث اضغط هنا. لتكون على إطلاع دائم بجديد الوزارة, واخر الأحداث متابعة صفحة الأخبار"
Structural + Hybrid,structural,hybrid,7,كيف يمكنني التأكد من أن الحسابات التي أتابعها هي الحسابات الرسمية لوزارة الموارد البشرية والتنمية الاجتماعية؟,True,1.0,True,True,True,1.0,16.78,291,,faq,0.9048755841932352,المصدر: HRSD FAQ التصنيف: العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: كيف أعرف ما إذا كانت منشأتي ملزمة بتطبيق برنامج حماية الأجور؟ الإجابة: يمكنك معرفة ذلك عبر متابعة المصادر والحسابات الرسمية لوزارة الموارد البشرية والتنمية الاجتماعية.
Structural + Hybrid,structural,hybrid,8,ما هي التطبيقات الرسمية التابعة لوزارة الموارد البشرية والتنمية الاجتماعية؟,True,1.0,True,True,True,1.0,14.69,294,,faq,0.8681143330396898,المصدر: HRSD FAQ التصنيف: العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: هل توفر وزارة الموارد البشرية والتنمية الاجتماعية الخدمة في المراكز المجتمعية ومكاتب البريد والمكتبات والأكشاك الإجابة: توفر وزارة الموارد البشرية والتنمية الاجتماعية خدماتها عبر الموقع الرسمي و تطبيق الوزارة .
Structural + Hybrid,structural,hybrid,9,الأسئلة الشائعة على كيفية تحويل رواتب العمالة الرقمية عبر المحافظ الرقمية؟,True,1.0,True,True,True,1.0,13.57,315,,faq,0.9673699925077542,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: الأسئلة الشائعه للمنصة الوطنية للتبرعات الإجابة: https://donations.sa/faq
Structural + Hybrid,structural,hybrid,10,هل أستطيع رفع ملفات حماية الأجور عبر موقع وزارة الموارد البشرية والتنمية الاجتماعية للخدمات الإلكترونية؟,True,1.0,True,True,True,1.0,14.82,415,,faq,1.0,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل أستطيع رفع ملفات حماية الأجور عبر موقع وزارة الموارد البشرية والتنمية الاجتماعية للخدمات الإلكترونية؟ الإجابة: يدخل المستخدم إلى برنامج حماية الأجور فقط عن طريق منصة مُدد ، بعد أن كان موقع الخدمات الإلكترونية لوزارة الموارد 
Structural + Hybrid,structural,hybrid,11,ما هو نظام حماية الأجور؟,True,1.0,True,True,True,1.0,11.62,416,,faq,1.0,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هو نظام حماية الأجور؟ الإجابة: هو برنامج أطلقته وزارة الموارد البشرية والتنمية الاجتماعية عام 2013 يمكّن المنشآت من رفع ملفات أجور العاملين فيها ويعمل على رصد نسب الالتزام والمخالفات ومعالجة التبريرات ويستهدف النظام جميع منش
Structural + Hybrid,structural,hybrid,12,ما هي أهداف برنامج حماية الأجور؟,True,1.0,True,True,True,1.0,10.48,416,,faq,0.9377784158184915,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هو نظام حماية الأجور؟ الإجابة: هو برنامج أطلقته وزارة الموارد البشرية والتنمية الاجتماعية عام 2013 يمكّن المنشآت من رفع ملفات أجور العاملين فيها ويعمل على رصد نسب الالتزام والمخالفات ومعالجة التبريرات ويستهدف النظام جميع منش
Structural + Hybrid,structural,hybrid,13,هل يمكن للشركات تعديل بياناتها الخاصة عبر الإنترنت,True,1.0,True,True,True,1.0,10.45,307,,faq,1.0,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | قطاع الخدمة المدنية (العام) | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل تمكن البوابة والانظمة التابعة لها المستخدم الاعتباري (الشركات) من تعديل بياناتها الإجابة: نعم تمكن البوابة والأنظمة التابعة لها المستخدم الاعتباري (الشركات) من تعد
Structural + Hybrid,structural,hybrid,14,ما هي أهمية تطبيق وزارة الموارد البشرية والتنمية الاجتماعية للأفراد؟,True,1.0,True,True,True,1.0,15.06,294,,faq,1.0,المصدر: HRSD FAQ التصنيف: العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: هل توفر وزارة الموارد البشرية والتنمية الاجتماعية الخدمة في المراكز المجتمعية ومكاتب البريد والمكتبات والأكشاك الإجابة: توفر وزارة الموارد البشرية والتنمية الاجتماعية خدماتها عبر الموقع الرسمي و تطبيق الوزارة .
Structural + Hybrid,structural,hybrid,15,الأسئلة الشائعة لبوابة حساب المواطن,True,1.0,True,True,True,1.0,10.5,315,,faq,0.9885240377219082,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: الأسئلة الشائعه للمنصة الوطنية للتبرعات الإجابة: https://donations.sa/faq
